occurrence_id,reported_timestamp,arrival_timestamp,resolved_timestamp,occurrence_category,occurrence_subcategory,priority,applicant_name,applicant_role,latitude,longitude
019b19c2-834a-7212-a6b2-cba28d974cf1,1765652936.650042,,1765652936.999895,fire,tree_crash,medium,USER _LLUT4,developer,62.095384175457994,39.065534250554215
019b19c2-8348-76ce-a094-f8ec38aaff45,1765652936.648351,,1765652936.999172,other,flood,high,USER dWSB7b,sargeant,22.22871704949616,17.64294072283277
019b19c2-8346-7ae7-8970-1ed017bdb6b3,1765652936.646604,,1765652936.99842,fire,tree_crash,medium,USER HZXzpy,analyst,71.51233992363916,93.31590288930649
019b19c2-8344-7ee3-a89c-43d405bff5b1,1765652936.644844,,,fire,tree_crash,low,USER pa2n8G,developer,52.92156980036139,43.249396551893135
019b19c2-8343-7125-808b-e4c41a37b747,1765652936.642996,,1765652936.996866,other,comercial,high,USER spIpgW,sargeant,71.26521485744797,10.736147095475557
019b19c2-8341-7534-bfcb-be893337149f,1765652936.641246,,,other,motorcycle_crash,high,USER CylrU-,developer,8.463872428715014,66.60340940649031
019b19c2-833f-7c42-bfcd-239739456359,1765652936.639698,,1765652936.995288,fire,serious_injury,medium,USER n9mfkV,developer,45.96944870881779,88.5765564523364
019b19c2-833e-70f7-a84c-996b0f175d77,1765652936.637975,,1765652936.994572,fire,heart_stop,medium,USER cZK3DJ,firefighter,73.99918933329472,86.22835563329791
019b19c2-833c-7392-8cb3-029e41177c21,1765652936.636143,,1765652936.993853,other,vegetation,high,USER ldo5MB,analyst,50.546809853840514,36.71281830995128
019b19c2-833a-77f5-9938-9f576bc0c1e1,1765652936.634412,,1765652936.993138,other,run_over,low,USER um-qiS,sargeant,0.8404733986389301,84.33381470046722
019b19c2-8338-7cc4-8eaa-c440b368e902,1765652936.632729,,,medic_emergency,comercial,low,USER k-SaTt,analyst,73.88705792404892,77.98847929842808
019b19c2-8336-7e51-ac58-e4ae21aa7fc9,1765652936.63081,,1765652936.991515,traffic_accident,injured_animal,low,USER BjpFB4,captain,46.17593713095444,89.75711416929752
019b19c2-8334-7745-920b-36d2c706412a,1765652936.628296,,,traffic_accident,comercial,low,USER NggoQ_,admin,15.059917179561566,8.683724374027758
019b19c2-8332-72a5-9769-fd8ec1ae22d1,1765652936.626077,,,other,rollover,high,USER kc49fl,developer,69.75112995504249,42.36395711495625
019b19c2-8330-74c1-be42-5021dca9be20,1765652936.624209,,,traffic_accident,flood,medium,USER 1Akzjc,admin,41.040271594513214,64.1860927996904
019b19c2-832d-7c6f-8a9d-674acf033e5b,1765652936.621694,,1765652936.988599,medic_emergency,tree_crash,low,USER LOvyqm,developer,0.25923629664391656,54.97221130003639
019b19c2-832c-720b-8fa7-c4cd13672f5c,1765652936.620024,,,medic_emergency,injured_animal,medium,USER IpCC8Y,sargeant,57.3035977649607,18.507536180683815
019b19c2-832a-7712-9892-cb72cc70c0c6,1765652936.618373,,,medic_emergency,serious_injury,medium,USER tx28ac,captain,15.23628770545631,26.784918469117315
019b19c2-8328-7b74-aa7f-e1e6d049530e,1765652936.616635,,1765652936.986314,medic_emergency,collision,medium,USER m_cvkz,analyst,64.59655342321948,27.125278901255555
019b19c2-8326-7f99-9017-993b31b6a2cd,1765652936.614888,,1765652936.985459,fire,pre_hospital_care,high,USER JgVkQj,admin,66.29080331416341,11.986490199882127
019b19c2-8325-734b-a0c3-09f8c9dc788b,1765652936.613117,,,fire,comercial,high,USER fi122h,admin,14.13121421573188,55.65302534622209
019b19c2-8323-7222-b03c-221e8d8e9614,1765652936.611039,,,medic_emergency,serious_injury,low,USER HpYimL,developer,30.269826911415077,22.284514899344153
019b19c2-8320-7f8b-93cf-e768ab0fd702,1765652936.608867,,1765652936.982749,other,serious_injury,medium,USER cwnU4F,admin,31.40473318464746,45.184856619885295
019b19c2-831e-7fe7-9079-d1a7cf4e8876,1765652936.606899,,,medic_emergency,motorcycle_crash,low,USER oOtrD6,developer,48.066834063641025,14.536961506884882
019b19c2-831c-7770-9228-360f801f7fdc,1765652936.604332,,,fire,vegetation,low,USER haCmIU,firefighter,39.9983531594023,14.501397535509197
019b19c2-8319-7f61-9e14-dc1f02b126cb,1765652936.601817,,1765652936.979733,fire,rollover,high,USER sHp3Fb,captain,65.213177916005,71.57530258075273
019b19c2-8317-7945-a4ce-9cc64b218098,1765652936.599438,,1765652936.978869,fire,heart_stop,high,USER HZXzpy,analyst,47.11152921548023,55.092132592234044
019b19c2-8315-706d-8c77-e9f4d04fbae6,1765652936.596849,,,medic_emergency,collision,medium,USER dbcK9n,analyst,40.95147933067867,75.96760138454111
019b19c2-8311-799c-99db-3f777732df4a,1765652936.593211,,,fire,injured_animal,high,USER m_cvkz,analyst,6.906980184619583,75.57821949630532
